,MINE_ID,CURRENT_MINE_NAME,COAL_METAL_IND,CURRENT_MINE_TYPE,CURRENT_MINE_STATUS,CURRENT_STATUS_DT,CURRENT_CONTROLLER_ID,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,BOM_STATE_CD,FIPS_CNTY_CD,FIPS_CNTY_NM,CONG_DIST_CD,COMPANY_TYPE,CURRENT_CONTROLLER_BEGIN_DT,DISTRICT,OFFICE_CD,OFFICE_NAME,ASSESS_CTRL_NO,PRIMARY_SIC_CD,PRIMARY_SIC,PRIMARY_SIC_CD_1,PRIMARY_SIC_CD_SFX,SECONDARY_SIC_CD,SECONDARY_SIC,SECONDARY_SIC_CD_1,SECONDARY_SIC_CD_SFX,PRIMARY_CANVASS_CD,PRIMARY_CANVASS,SECONDARY_CANVASS_CD,SECONDARY_CANVASS,CURRENT_103I,CURRENT_103I_DT,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,LONGITUDE,LATITUDE,AVG_MINE_HEIGHT,MINE_GAS_CATEGORY_CD,METHANE_LIBERATION,NO_PRODUCING_PITS,NO_NONPRODUCING_PITS,NO_TAILING_PONDS,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS,MINERS_REP_IND,SAFETY_COMMITTEE_IND,MILES_FROM_OFFICE,DIRECTIONS_TO_MINE,NEAREST_TOWN
952,4604310,Five Block No 1,C,Underground,Abandoned and Sealed,01/13/1984,C00329,American Electric Power Company Inc,P00228,Central Appalachian Coal Company,WV,46,39,Kanawha,2.0,Other,01/01/1974,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.351666,38.140833,55.0,,0.0,,0.0,,N,N,N,N,N,0,,Montgomery
953,4604311,No 1 Mine,C,Underground,Abandoned and Sealed,09/23/1980,C01180,Justice D Joe,P01391,Shaybeth Mining Inc,WV,46,109,Wyoming,3.0,Other,09/03/1974,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,0.0,N,81.765,37.0197,,,0.0,,,,N,N,N,N,N,0,,
954,4604678,Mine No 2 (1),C,Underground,Abandoned,10/07/1997,C15217,David  Cline,P23069,Rock N Roll Coal Company Inc,WV,46,109,Wyoming,3.0,Other,03/15/1996,C12,C1201,Pineville WV Field Office,460467803603,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.790833,37.5725,36.0,,0.0,,0.0,,N,N,N,N,N,0,,Hanover
959,4605434,Pokey #2 Mine,C,Underground,Abandoned and Sealed,02/13/1985,C05326,Westbury Coal Inc & Sewickley Coal Management Inc,P06414,J & J Coal Mining Partnership,WV,46,61,Monongalia,1.0,Other,03/03/1977,C03,C0301,Morgantown WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,02/13/1985,N,,0,,,,0.0,N,79.9981,39.7089,,,0.0,,,,N,N,N,N,N,0,,Maidsville
960,4605460,Mcwhorter #2,C,Facility,Abandoned,09/27/1991,0061771,Jeffrey A  Goldizen,P09173,United Coals Inc,WV,46,33,Harrison,1.0,Other,07/09/1984,C03,C0303,Bridgeport WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.3383,39.1717,,,,,,,N,N,N,N,N,0,,P O Drawer J Jane Lew
963,4605710,No 10,C,Underground,Abandoned and Sealed,05/27/1987,C02508,Massey Energy Company,P07931,Indian Creek Coal Company,WV,46,109,Wyoming,3.0,Other,01/19/1978,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,0.0,N,,,,,0.0,,,,N,N,N,N,N,0,,Wolf Pen
968,4606182,Salamander No 5,C,Underground,Abandoned and Sealed,11/03/1982,C03678,Riffe Lillian Louise,P04468,Salamander Coal Company Inc,WV,46,47,Mcdowell,3.0,Other,04/01/1980,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.6978,37.5092,,,0.0,,,,N,N,N,N,N,0,,Iaeger
970,4606582,Ingram Branch Tipple,C,Facility,Abandoned,02/28/1986,C01104,Hylton Tracy W,P01303,Perry & Hylton Inc,WV,46,19,Fayette,3.0,Other,09/01/1982,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/05/1982,N,,0,,,,0.0,N,81.236944,37.991944,,,,,0.0,,N,N,N,N,Y,0,,Kincaid
971,4606638,No 1 Mine,C,Underground,Abandoned and Sealed,02/22/1993,C14767,James Roy  Lucas,P19435,Mining Specialists Inc,WV,46,39,Kanawha,2.0,Other,04/06/1988,C04,C0402,Mt. Carbon WV Field Office,460663803561,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.4756,38.2792,52.0,,0.0,,,,N,N,N,N,Y,0,,Coal Fork
981,4605614,Hustead #1,C,Surface,Abandoned,11/10/1987,C05843,Lockard Roy G,P07051,Kelley Coal Company Inc,WV,46,33,Harrison,1.0,Other,10/01/1977,C03,C0303,Bridgeport WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.4075,39.3225,,,,0.0,0.0,,N,N,N,N,N,0,,P O Box 2248 Clarksburg
991,4606207,Pardee-Curtin Refuse Piles I & Ii,C,Facility,Abandoned,02/15/1983,C02999,Valley Industries Inc,P03634,S S Joe Burford Inc,WV,46,101,Webster,3.0,Other,08/01/1980,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,0.0,N,80.2125,38.545,,,,,0.0,,N,N,N,N,N,0,,Bergoo
992,4609033,Administrative Services Auger #2,C,Surface,Abandoned,04/11/2012,0043413,Earl Austin  Scholl,0052554,Administrative Services Inc,WV,46,5,Boone,3.0,Corporation,04/19/2004,C04,C0406,Madison WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,Y,54.0,0,0.0,0.0,0.0,0.0,N,81.696111,38.161944,60.0,,,,0.0,,N,N,N,N,N,0,.10 miles South West of Ashford,Ashford
997,4606792,No 6 Mine,C,Underground,Abandoned and Sealed,11/07/1985,C01406,Shannon Harold,P01529,S & M Coal Company,WV,46,109,Wyoming,3.0,Other,06/01/1984,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1978,N,,0,,,,0.0,N,81.7331,37.6808,43.0,,0.0,,,,N,N,N,N,N,0,,Coal Mountain
998,4606831,Lewis No 1,C,Underground,Abandoned and Sealed,07/30/1988,C11320,Perrine Margaret D,P15837,Lewis County Mining Inc,WV,46,41,Lewis,2.0,Other,07/01/1984,C03,C0303,Bridgeport WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,04/22/1986,N,,0,,,,0.0,N,180.999,90.9997,,,0.0,,,,N,N,N,N,N,0,,Volga
1004,4607005,R & N Mining,C,Surface,Abandoned,03/31/1989,C12071,Turner Niles D,P17102,R & N Mining,WV,46,77,Preston,1.0,Other,09/01/1985,C03,C0301,Morgantown WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,09/24/1985,N,,0,,,,0.0,N,79.7961,39.5914,48.0,,,0.0,0.0,,N,N,N,N,N,0,,Masontown
1009,4609061,North Point Deep Mine,C,Underground,Abandoned and Sealed,07/14/2010,C15561,Arch Coal Inc,P23706,Vindex Energy Corporation,WV,46,23,Grant,1.0,Corporation,05/22/2008,C03,C0304,McHenry Field Office,000145545,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,79.2725,39.308055,42.0,,0.0,,0.0,,N,N,N,N,N,30,site is located 2.80 miles northwest of mount storm wv access is via mine access road approx. 3 miles east of gormania wv. along the north side of u.s. route 50,Gormania
1018,4603120,Jacksons Mill Tipple,C,Facility,Abandoned,11/06/1972,C00696,White Richard N,P00904,R N White Contracting Company,WV,46,41,Lewis,2.0,Other,01/01/1972,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
1022,4605506,Take-In #1 Mine,C,Underground,Abandoned and Sealed,07/01/1983,C08732,Farley James R,P11703,F & D Electrical Mining Equipment Company,WV,46,81,Raleigh,3.0,Other,03/10/1981,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.177777,37.683333,36.0,,0.0,,0.0,,N,N,N,N,N,0,,Whitby
1023,4605522,No 1,C,Underground,Abandoned and Sealed,04/02/1982,C11689,Highlander C Edward,P21480,Betty Carol Coal Corp,WV,46,19,Fayette,3.0,Corporation,04/01/1982,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,0.0,N,80.7861,37.9056,,,0.0,,,,N,N,N,N,N,0,,Meadow Bridge
1025,4605653,Gail Mine,C,Underground,Abandoned and Sealed,05/19/1983,C00519,Ray William A,P00655,Clay Kittanning Coal Company Inc,WV,46,15,Clay,2.0,Other,10/01/1977,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.1,38.3806,96.0,,0.0,,,,N,N,N,N,N,0,,Bickmore
1026,4605860,No 1 Strip,C,Surface,Abandoned,05/17/1982,C06870,Caputo Joseph A,P08257,St Jude Mining Company Inc,WV,46,41,Lewis,2.0,Other,08/01/1978,C03,C0303,Bridgeport WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.1569,39.0467,,,,0.0,0.0,,N,N,N,N,N,0,,Jane Lew
1031,4606278,Mine No 1,C,Underground,Abandoned and Sealed,04/13/1990,C01012,Shell Oil Company,P19260,Southern Mingo Coal Company,WV,46,59,Mingo,3.0,Other,07/10/1987,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,82.3225,37.8142,84.0,,0.0,,,,N,N,N,N,N,0,,Naugatuck
1038,4606651,Mine #32,C,Underground,Abandoned and Sealed,07/01/1985,C14049,Tiller Claude (Sam) Jr,P20692,Joshua Industries Inc,WV,46,45,Logan,3.0,Other,07/01/1988,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.9903,37.7489,40.0,,0.0,,,,N,N,N,N,Y,0,,Omar
1042,4606803,Camp Branch No 2 Mine,C,Underground,Abandoned and Sealed,06/10/1986,C00230,Pittston Company,P00286,Buffalo Mining Company,WV,46,45,Logan,3.0,Other,06/01/1984,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.6786,37.8239,75.0,,0.0,,,,N,N,N,N,Y,0,,Lorado
1043,4606874,Surface #2,C,Surface,Abandoned,02/12/1993,C14174,Hunter Ernie,P20724,Double N Mining Inc,WV,46,25,Greenbrier,3.0,Other,10/26/1992,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.5625,38.0514,40.0,,,0.0,0.0,,N,N,N,N,N,0,,Rupert
1044,4606898,Mine No 1,C,Underground,Abandoned and Sealed,08/25/1994,C14030,Castle Rock Coal Corp,P20648,Davidson Mining Inc,WV,46,5,Boone,3.0,Other,11/10/1989,C04,C0406,Madison WV Field Office,460689803647,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1992,N,,0,,,,0.0,N,81.7547,38.0172,48.0,,0.0,,,,N,N,N,N,N,0,,Uneeda
1054,4605746,#1 Tipple,C,Facility,Abandoned,02/02/1984,C08426,Bane William H,P11667,Strawberry Energy Corp,WV,46,101,Webster,3.0,Corporation,12/09/1980,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,0.0,N,80.397222,38.420555,,,,,0.0,,N,N,N,N,N,0,,Bolair
1055,4605777,Mine No 52,C,Underground,Abandoned and Sealed,01/02/1981,C05498,Collins Ted,P03777,Oakwood Fuel Inc,WV,46,39,Kanawha,2.0,Other,07/10/1979,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.4225,38.0133,40.0,,0.0,,,,N,N,N,N,N,0,,Carbon
1056,4605938,Mine No 2,C,Underground,Abandoned and Sealed,03/28/1986,C03164,Cecil  Nichols,P03835,N & F Mining Company Inc,WV,46,67,Nicholas,2.0,Other,04/17/1985,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.787777,38.114444,32.0,,0.0,,0.0,,N,N,N,N,N,0,,Runa
1061,4606436,No 1 Surface,C,Surface,Abandoned,11/15/1984,C11057,Bean F R Jr,P15392,Cedar Bend Coal Company Inc,WV,46,67,Nicholas,2.0,Other,03/12/1984,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.669166,38.361944,30.0,,,,1.0,,N,N,N,N,N,0,,Craigsville
1062,4606147,No 2 Surface,C,Surface,Abandoned,02/08/1984,C00935,Esseks Robert D,P04264,Eagle Ridge Coal Company,WV,46,19,Fayette,3.0,Other,04/01/1980,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,,,,0.0,N,81.274722,38.073333,48.0,,,,0.0,,N,N,N,N,N,0,,Page
1064,4606805,No 1 Mine,C,Underground,Abandoned and Sealed,01/11/1985,C01620,Henry Paul  Kizer,P15606,Volunteer Coal Corp,WV,46,5,Boone,3.0,Corporation,06/01/1984,C04,C0406,Madison WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.7236,37.9314,,,0.0,,,,N,N,N,N,Y,0,,Bob White
1065,4606935,Whitewater #1 (Surface),C,Surface,Abandoned,05/23/1985,C11882,Wilber Edwin J Sr,P16779,White Water Mining Inc,WV,46,67,Nicholas,2.0,Other,05/01/1985,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.9331,38.265,,,,0.0,1.0,,N,N,N,N,N,0,,Gilboa
1066,4606958,Mountaineer Mine,C,Underground,Abandoned and Sealed,12/10/2005,C15561,Arch Coal Inc,P21148,Mingo Logan Coal Company,WV,46,59,Mingo,3.0,Other,01/08/1992,C12,C1203,Logan WV Field Office,000051283,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,07/11/1985,N,,0,0.0,0.0,0.0,0.0,N,81.593055,37.370277,67.0,,23282.0,,0.0,,N,N,N,N,N,30,3 Miles North of Wharncliffe,Wharncliffe
1079,4601367,Hinchman Mine,C,Underground,Abandoned and Sealed,02/13/1990,0071611,Patriot Coal Corporation,P18607,Arch Of West Virginia,WV,46,45,Logan,3.0,Corporation,05/19/1987,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,11/01/1983,N,,0,,,,0.0,N,81.8342,37.8106,48.0,,0.0,,,,N,N,N,N,Y,0,,Yolyn
1083,4601535,Keystone #2,C,Underground,Abandoned,11/12/1992,C03960,Ernest E  Varney,P21273,Panther Colliers Inc,WV,46,109,Wyoming,3.0,Other,01/15/1991,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,12/31/1989,N,,0,,,,0.0,N,81.341666,37.505277,60.0,,0.0,,0.0,,N,N,N,N,Y,0,,Herndon
1092,4604641,Grey Fox Mine,C,Underground,Abandoned and Sealed,05/21/1993,C14407,Everett E  Ballard Jr,P21483,Ballard Brothers Coal Inc,WV,46,45,Logan,3.0,Other,10/01/1992,C12,C1203,Logan WV Field Office,460464103578,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.9372,37.7467,38.0,,0.0,,,,N,N,N,N,Y,0,,Earling
1093,4601414,Gary Contour No 15 Shop,C,Surface,Abandoned,09/20/1977,C01590,Usx Corp,P01888,United States Steel Corp,WV,46,47,Mcdowell,3.0,Corporation,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
1095,4605523,Three Forks Strip,C,Surface,Abandoned,11/01/1982,C00692,CONSOL Energy Inc,P00812,Consolidation Coal Company,WV,46,47,Mcdowell,3.0,Other,05/01/1977,C12,C1202,Princeton WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.5119,37.2697,,,,0.0,0.0,,N,N,N,N,N,0,,Newhall
1104,4606249,Mohawk No 2,C,Underground,Abandoned and Sealed,09/28/1982,C00676,Nippon Kokan K K,P12774,Peter White Coal Mining Corp,WV,46,47,Mcdowell,3.0,Corporation,02/10/1982,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.9264,37.5383,40.0,,0.0,,,,N,N,N,N,N,0,,Isaban
1127,4604526,No 2 Mine,C,Underground,Abandoned and Sealed,07/11/1980,C30444,Jones Donald L,P30444,Cecil Lee Coal Company Inc,WV,46,67,Nicholas,2.0,Other,01/01/1950,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.2522,38.3356,,,0.0,,,,N,N,N,N,N,0,,Craigsville
1131,4604822,No 10 Mine,C,Underground,Abandoned and Sealed,07/01/1980,C01562,Adkins Tommy,P01858,Adkins Coal Company,WV,46,47,Mcdowell,3.0,Other,09/15/1975,C12,C1202,Princeton WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,0.0,N,81.4322,37.435,36.0,,0.0,,,,N,N,N,N,N,0,,Keystone
1134,4605829,Joanne Mine,C,Underground,Abandoned and Sealed,03/10/1983,C00329,American Electric Power Company Inc,P00229,Southern Appalachian Coal Company,WV,46,39,Kanawha,2.0,Other,12/01/1978,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.5983,38.1806,,,0.0,,,,N,N,N,N,N,0,,Marmet
1139,4605615,Strip No 78,C,Surface,Abandoned,10/01/1979,C00880,Eastern Gas & Fuel Association,P01036,Sterling Smokeless Coal Company,WV,46,81,Raleigh,3.0,Other,08/01/1977,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
1144,4606662,No 21 Surface,C,Surface,Abandoned,09/16/1985,C10477,Lilly D Dayton,P14458,Lillybrook Coal Company,WV,46,55,Mercer,3.0,Other,06/01/1983,C12,C1202,Princeton WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,04/01/1978,N,,0,,,,0.0,N,81.1156,37.5428,32.0,,,0.0,0.0,,N,N,N,N,N,0,,Flat Top
1146,4606756,No 29,C,Underground,Abandoned and Sealed,01/01/1987,C04435,Cline Gordon & Gordie,P15260,E L Coal Inc,WV,46,47,Mcdowell,3.0,Other,03/01/1984,C12,C1202,Princeton WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,11/13/1984,N,,0,,,,0.0,N,81.3983,37.36,,,0.0,,,,N,N,N,N,N,0,,Keystone
1164,4604700,Goodman No 1,C,Underground,Abandoned and Sealed,09/26/1980,C06407,Steele James Jr,P07929,Cindy Ann Mining Company,WV,46,59,Mingo,3.0,Other,10/14/1977,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,09/26/1980,N,,0,,,,0.0,N,82.2603,37.6894,,,0.0,,,,N,N,N,N,N,0,,Williamson
1167,4605682,Ward Mine,C,Surface,Abandoned,04/04/1995,C01208,Patrick H  Cunningham; Frank O  Cunningham,P01429,Ten-A-Coal Company,WV,46,1,Barbour,1.0,Other,11/01/1977,C03,C0303,Bridgeport WV Field Office,460568203511,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,02/10/1987,N,,0,,,,0.0,N,80.1589,39.1003,,,,0.0,0.0,,N,N,N,N,N,0,,Barbour
1170,4605907,Shawnee Mine,C,Underground,Abandoned and Sealed,11/07/1994,C01590,Usx Corp,P11912,United States Steel Mining Company Inc,WV,46,109,Wyoming,3.0,Other,11/01/1978,C12,C1201,Pineville WV Field Office,460590703724,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Inspect Once Every 5-days,07/02/1990,N,,0,,,,0.0,N,81.4681,37.5431,50.0,,0.0,,,,N,N,N,N,Y,0,,Pineville
1177,4606318,No 3 Mine,C,Underground,Abandoned and Sealed,10/17/1989,C06520,Larry A  Lough; Lewis E  Addair,P18842,Little Bear Mining Company Inc,WV,46,47,Mcdowell,3.0,Other,07/13/1987,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,11/05/1985,N,,0,,,,0.0,N,81.7853,37.4661,30.0,,0.0,,,,N,N,N,N,Y,0,,Iaeger
1178,4606321,Huff Coal Co Mine,C,Surface,Abandoned,03/15/1983,C08837,Huff Charles S & William C Tonkery,P11873,Huff Coal Company,WV,46,91,Taylor,1.0,Other,04/01/1981,C03,C0303,Bridgeport WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Inspect Once Every 5-days,04/01/1970,N,,0,,,,0.0,N,39.2719,80.0894,,,,0.0,0.0,,N,N,N,N,N,0,,Simpson
1180,4609053,Auger 3,C,Surface,NonProducing,02/06/2012,0101545,John W  Preece,0119508,"West Virginia Industrial Services, Inc.",WV,46,81,Raleigh,3.0,Corporation,02/23/2012,C04,C0401,Mt. Hope WV Field Office,000204966,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,Y,54.0,5,0.0,0.0,1.0,3.0,N,80.793611,38.363888,55.0,,,,0.0,,N,N,N,N,N,25,"Take US 19 South, Take I-77 South, Take the Flat Top Exit,Turn right onto Co Route 48/&#8203;Odd Rd, go 1.9 mi, Turn right onto Co Route 48/&#8203;3/&#8203;Fireco-Wilbert Rd",Ghent
1185,4606602,Coalbank Fork No 9a,C,Underground,Abandoned and Sealed,08/03/1988,C09548,Young John P,P12984,Jagrti Coal Company Inc,WV,46,83,Randolph,2.0,Other,02/27/1986,C03,C0303,Bridgeport WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,38.5742,80.1208,,,0.0,,,,N,N,N,N,N,0,, Monterville
1195,4605654,Ashland No 2 Mine,C,Underground,Abandoned and Sealed,08/15/1984,C02197,Walker George F,P02552,Ashland Mining Corp,WV,46,47,Mcdowell,3.0,Corporation,10/01/1977,C12,C1202,Princeton WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,0.0,N,81.3369,37.4094,36.0,,0.0,,,,N,N,N,N,N,0,,Ashland
1196,4605984,Marion #4 Strip,C,Surface,Abandoned,03/08/1984,C07373,Farkas Andrew,P09362,Farkas Coal Company,WV,46,61,Monongalia,1.0,Other,04/03/1980,C03,C0301,Morgantown WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,79.8775,39.7156,72.0,,,0.0,0.0,,N,N,N,N,N,0,,Stewartstown
1201,4606178,2a Mine,C,Underground,Abandoned and Sealed,08/03/1988,C12603,Cobb Richard,P18032,Marion Resources Inc,WV,46,41,Lewis,2.0,Other,09/16/1986,C03,C0303,Bridgeport WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/16/1986,N,,0,,,,0.0,N,80.3783,37.0264,,,0.0,,,,N,N,N,N,N,0,,Weston
1207,4607003,No1 Strip,C,Surface,Abandoned and Sealed,01/22/1987,C12298,White Oak Corp-Madlex Corp,P17507,Wells Mining,WV,46,5,Boone,3.0,Other,09/01/1985,C04,C0406,Madison WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.7367,37.9389,60.0,,,0.0,0.0,,N,N,N,N,Y,0,,Van
1223,4601324,No 8 Mine,C,Underground,Abandoned and Sealed,04/05/1983,C06148,Cyprus Amax Minerals Company,P00719,Cannelton Industries Inc,WV,46,39,Kanawha,2.0,Other,01/01/1950,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Inspect Once Every 15-days,04/01/1981,N,,0,,,,0.0,N,81.270833,38.208333,48.0,,0.0,,0.0,,N,N,N,N,N,0,,Cannelton
